County_FIPS,County,State,Obesity-2019-Percentage,Limited Access to Healthy Foods-2019-Percent
23019,Penobscot County,Maine,35,5.755577954
24015,Cecil County,Maryland,35,6.5409237665
26067,Ionia County,Michigan,35,6.8601173722
28073,Lamar County,Mississippi,35,10.408268117
31051,Dixon County,Nebraska,35,10.374700153
31151,Saline County,Nebraska,35,11.382110147
36017,Chenango County,New York,35,1.813318644
36019,Clinton County,New York,35,3.2263747494
54099,Wayne County,West Virginia,35,10.828827502
55079,Milwaukee County,Wisconsin,35,2.3154567531
12107,Putnam County,Florida,35.1,6.7026615098
19069,Franklin County,Iowa,35.1,5.7082347771
20027,Clay County,Kansas,35.1,8.3594747304
21231,Wayne County,Kentucky,35.1,9.8478984056
24037,St. Mary&#39;s County,Maryland,35.1,4.1559850511
29101,Johnson County,Missouri,35.1,11.553605828
31185,York County,Nebraska,35.1,5.5478641211
47177,Warren County,Tennessee,35.1,4.8870654608
12023,Columbia County,Florida,35.2,4.4498682657
26025,Calhoun County,Michigan,35.2,11.398344475
28095,Monroe County,Mississippi,35.2,3.8694679764
31133,Pawnee County,Nebraska,35.2,5.4235624279
31161,Sheridan County,Nebraska,35.2,10.341645419
45023,Chester County,South Carolina,35.2,9.1003958642
45027,Clarendon County,South Carolina,35.2,7.2727372392
17089,Kane County,Illinois,35.3,3.5024161805
21071,Floyd County,Kentucky,35.3,2.6939461787
26151,Sanilac County,Michigan,35.3,4.9061318825
28001,Adams County,Mississippi,35.3,15.403406949
31157,Scotts Bluff County,Nebraska,35.3,1.9702541031
38097,Traill County,North Dakota,35.3,2.1461036279
12121,Suwannee County,Florida,35.4,5.3752074943
22097,St. Landry Parish,Louisiana,35.4,10.924805636
24019,Dorchester County,Maryland,35.4,4.9893125099
24033,Prince George&#39;s County,Maryland,35.4,3.4591464118
26117,Montcalm County,Michigan,35.4,1.0433883773
39033,Crawford County,Ohio,35.4,13.626245013
39109,Miami County,Ohio,35.4,3.9426812235
42077,Lehigh County,Pennsylvania,35.4,4.186079269
49045,Tooele County,Utah,35.4,6.8041860982
53027,Grays Harbor County,Washington,35.4,5.4219830078
19121,Madison County,Iowa,35.5,4.0050025828
22019,Calcasieu Parish,Louisiana,35.5,13.031030974
26087,Lapeer County,Michigan,35.5,2.0691750754
35009,Curry County,New Mexico,35.5,12.932073875
39039,Defiance County,Ohio,35.5,5.7335315549
51167,Russell County,Virginia,35.5,0.9835322293
51550,Chesapeake City,Virginia,35.5,4.8938816482
04021,Pinal County,Arizona,35.6,14.213206997
05093,Mississippi County,Arkansas,35.6,8.9944278877
12105,Polk County,Florida,35.6,13.441192662
19153,Polk County,Iowa,35.6,4.8296917083
30003,Big Horn County,Montana,35.6,23.667413124
30005,Blaine County,Montana,35.6,18.420228171
39101,Marion County,Ohio,35.6,13.514714524
39129,Pickaway County,Ohio,35.6,3.0329537542
42007,Beaver County,Pennsylvania,35.6,9.3883943833
42097,Northumberland County,Pennsylvania,35.6,2.248186411
01025,Clarke County,Alabama,35.7,18.350343549
01071,Jackson County,Alabama,35.7,5.3704164542
05069,Jefferson County,Arkansas,35.7,10.606394868
13213,Murray County,Georgia,35.7,6.5685937588
21025,Breathitt County,Kentucky,35.7,11.98288385
30083,Richland County,Montana,35.7,11.586055238
30095,Stillwater County,Montana,35.7,3.9999673153
37035,Catawba County,North Carolina,35.7,9.7878327883
41047,Marion County,Oregon,35.7,4.8951622859
45043,Georgetown County,South Carolina,35.7,9.6622702542
45047,Greenwood County,South Carolina,35.7,4.1469156102
51730,Petersburg City,Virginia,35.7,26.762737643
01009,Blount County,Alabama,35.8,2.5122060181
12075,Levy County,Florida,35.8,4.2103085342
18059,Hancock County,Indiana,35.8,8.4532495134
19013,Black Hawk County,Iowa,35.8,9.4668403417
19139,Muscatine County,Iowa,35.8,5.5627270442
20011,Bourbon County,Kansas,35.8,11.182076537
22105,Tangipahoa Parish,Louisiana,35.8,16.684787112
28149,Warren County,Mississippi,35.8,8.5555694389
31111,Lincoln County,Nebraska,35.8,3.1350321655
37147,Pitt County,North Carolina,35.8,8.4729518837
41009,Columbia County,Oregon,35.8,1.4200594887
47069,Hardeman County,Tennessee,35.8,6.9534824625
51143,Pittsylvania County,Virginia,35.8,5.9244585984
54003,Berkeley County,West Virginia,35.8,10.788941573
18035,Delaware County,Indiana,35.9,12.834636172
27043,Faribault County,Minnesota,35.9,4.4651395211
39131,Pike County,Ohio,35.9,1.3982146347
45091,York County,South Carolina,35.9,8.5295670899
48321,Matagorda County,Texas,35.9,14.257564064
54061,Monongalia County,West Virginia,35.9,6.0969409069
55101,Racine County,Wisconsin,35.9,3.7484304776
55117,Sheboygan County,Wisconsin,35.9,2.2316647551
22045,Iberia Parish,Louisiana,36,5.8248367066
31153,Sarpy County,Nebraska,36,6.8965001881
38075,Renville County,North Dakota,36,13.513780875
39173,Wood County,Ohio,36,8.0411179166
51173,Smyth County,Virginia,36,1.149394083
54043,Lincoln County,West Virginia,36,1.1535192038
17119,Madison County,Illinois,36.1,12.867651929
18005,Bartholomew County,Indiana,36.1,10.486159267
21157,Marshall County,Kentucky,36.1,2.875682231
24510,Baltimore City,Maryland,36.1,1.8111100899
31141,Platte County,Nebraska,36.1,3.7918019444
37001,Alamance County,North Carolina,36.1,11.111975905
38089,Stark County,North Dakota,36.1,6.424864885
39161,Van Wert County,Ohio,36.1,6.8400346343
45003,Aiken County,South Carolina,36.1,9.2278567624
49047,Uintah County,Utah,36.1,8.280204147
54055,Mercer County,West Virginia,36.1,12.640951051
54103,Wetzel County,West Virginia,36.1,16.728666013
01021,Chilton County,Alabama,36.2,4.3695515107
05107,Phillips County,Arkansas,36.2,18.935657668
18089,Lake County,Indiana,36.2,10.436279675
21237,Wolfe County,Kentucky,36.2,2.6930814198
22057,Lafourche Parish,Louisiana,36.2,8.433029259
29121,Macon County,Missouri,36.2,12.494067177
38105,Williams County,North Dakota,36.2,5.0564656043
39071,Highland County,Ohio,36.2,2.3655461753
39157,Tuscarawas County,Ohio,36.2,3.0360153297
46121,Todd County,South Dakota,36.2,12.290006474
51041,Chesterfield County,Virginia,36.2,8.1912144057
55135,Waupaca County,Wisconsin,36.2,3.132297142
01045,Dale County,Alabama,36.3,8.7955021136
19077,Guthrie County,Iowa,36.3,3.1596921126
19181,Warren County,Iowa,36.3,3.9845836074
37057,Davidson County,North Carolina,36.3,9.54487596
39163,Vinton County,Ohio,36.3,2.4093930921
39169,Wayne County,Ohio,36.3,4.8410954834
40047,Garfield County,Oklahoma,36.3,4.9658490267
51149,Prince George County,Virginia,36.3,6.9481604501
04001,Apache County,Arizona,36.4,35.341359051
12007,Bradford County,Florida,36.4,0.3741817202
21115,Johnson County,Kentucky,36.4,1.8052417624
26059,Hillsdale County,Michigan,36.4,2.2616055157
41043,Linn County,Oregon,36.4,11.521571156
47077,Henderson County,Tennessee,36.4,1.7264594669
55078,Menominee County,Wisconsin,36.4,14.425763104
01097,Mobile County,Alabama,36.5,9.7158344493
35025,Lea County,New Mexico,36.5,7.1588446184
39003,Allen County,Ohio,36.5,4.0023735402
39099,Mahoning County,Ohio,36.5,15.377736977
45007,Anderson County,South Carolina,36.5,12.318030335
45085,Sumter County,South Carolina,36.5,7.0392024218
51195,Wise County,Virginia,36.5,8.5348068168
01125,Tuscaloosa County,Alabama,36.6,6.7321443951
20035,Cowley County,Kansas,36.6,9.5652593383
27065,Kanabec County,Minnesota,36.6,4.305796873
39093,Lorain County,Ohio,36.6,6.7495302197
12133,Washington County,Florida,36.7,21.71642145
24001,Allegany County,Maryland,36.7,9.7444599284
31025,Cass County,Nebraska,36.7,3.2484030172
39139,Richland County,Ohio,36.7,13.630218185
08087,Morgan County,Colorado,36.8,5.3103090173
22101,St. Mary Parish,Louisiana,36.8,10.392636657
27147,Steele County,Minnesota,36.8,5.1229764121
28007,Attala County,Mississippi,36.8,15.408451055
29195,Saline County,Missouri,36.8,14.175315543
20055,Finney County,Kansas,36.9,10.702355626
20057,Ford County,Kansas,36.9,8.255601593
26091,Lenawee County,Michigan,36.9,10.306356059
27105,Nobles County,Minnesota,36.9,9.894126871
39145,Scioto County,Ohio,36.9,3.222729944
42111,Somerset County,Pennsylvania,36.9,5.7525208554
45059,Laurens County,South Carolina,36.9,6.7405435187
47125,Montgomery County,Tennessee,36.9,15.932123677
13175,Laurens County,Georgia,37,9.7116142881
18141,St. Joseph County,Indiana,37,8.1587166949
24045,Wicomico County,Maryland,37,9.0547575281
28147,Walthall County,Mississippi,37,12.038088968
39023,Clark County,Ohio,37,8.0313503534
47053,Gibson County,Tennessee,37,10.612471145
48039,Brazoria County,Texas,37,6.6588459174
02180,Nome Census Area,Alaska,37.1,15.195473029
05027,Columbia County,Arkansas,37.1,8.6118965991
24039,Somerset County,Maryland,37.1,5.4742669044
26073,Isabella County,Michigan,37.1,4.966783678
26075,Jackson County,Michigan,37.1,10.854937317
26145,Saginaw County,Michigan,37.1,11.376558675
26163,Wayne County,Michigan,37.1,4.5342198479
28087,Lowndes County,Mississippi,37.1,14.778635904
45075,Orangeburg County,South Carolina,37.1,12.807843306
54051,Marshall County,West Virginia,37.1,3.9634467589
05019,Clark County,Arkansas,37.2,10.706435376
19133,Monona County,Iowa,37.2,5.0144728219
35031,Mckinley County,New Mexico,37.2,34.099931968
39117,Morrow County,Ohio,37.2,0.3763459169
39119,Muskingum County,Ohio,37.2,10.655939162
40131,Rogers County,Oklahoma,37.2,4.8463796769
45035,Dorchester County,South Carolina,37.2,6.8390339158
54079,Putnam County,West Virginia,37.2,4.0083706308
21043,Carter County,Kentucky,37.3,3.7433601718
21177,Muhlenberg County,Kentucky,37.3,5.1674097982
26049,Genesee County,Michigan,37.3,11.414169151
28047,Harrison County,Mississippi,37.3,14.8323324
38101,Ward County,North Dakota,37.3,7.4032171984
40051,Grady County,Oklahoma,37.3,7.1120197377
12039,Gadsden County,Florida,37.4,2.6949630494
20173,Sedgwick County,Kansas,37.4,9.3973134042
22079,Rapides Parish,Louisiana,37.4,19.126064537
31015,Boyd County,Nebraska,37.4,12.29698054
40039,Custer County,Oklahoma,37.4,16.335539597
45049,Hampton County,South Carolina,37.4,6.555947933
46007,Bennett County,South Dakota,37.4,23.32318479
47073,Hawkins County,Tennessee,37.4,6.7805275093
48409,San Patricio County,Texas,37.4,11.03259774
12123,Taylor County,Florida,37.5,14.747626594
19105,Jones County,Iowa,37.5,4.7395727677
19193,Woodbury County,Iowa,37.5,5.366591304
20121,Miami County,Kansas,37.5,6.6664402167
30035,Glacier County,Montana,37.5,15.113127017
36049,Lewis County,New York,37.5,4.4883142688
47149,Rutherford County,Tennessee,37.5,6.379890468
48355,Nueces County,Texas,37.5,9.9167188276
54035,Jackson County,West Virginia,37.5,5.3809794947
04027,Yuma County,Arizona,37.6,10.30404572
21193,Perry County,Kentucky,37.6,0.820531679
24043,Washington County,Maryland,37.6,5.4969612905
54039,Kanawha County,West Virginia,37.6,9.1967721549
12063,Jackson County,Florida,37.7,5.4333389358
18003,Allen County,Indiana,37.7,12.087933689
20177,Shawnee County,Kansas,37.7,10.779149998
31053,Dodge County,Nebraska,37.7,8.2392516465
35006,Cibola County,New Mexico,37.7,21.920997951
39087,Lawrence County,Ohio,37.7,4.4599473726
48021,Bastrop County,Texas,37.7,5.5613588137
54107,Wood County,West Virginia,37.7,9.0671354855
01091,Marengo County,Alabama,37.8,13.247225464
01095,Marshall County,Alabama,37.8,10.031421286
18095,Madison County,Indiana,37.8,14.696919513
22009,Avoyelles Parish,Louisiana,37.8,11.565530051
39043,Erie County,Ohio,37.8,6.89552766
47113,Madison County,Tennessee,37.8,13.573129111
54053,Mason County,West Virginia,37.8,6.4651468253
26121,Muskegon County,Michigan,37.9,17.322597764
53025,Grant County,Washington,37.9,10.646023754
19015,Boone County,Iowa,38.1,2.3645556938
28099,Neshoba County,Mississippi,38.1,2.0099453431
51650,Hampton City,Virginia,38.1,7.0052722939
06019,Fresno County,California,38.2,5.3493111124
21089,Greenup County,Kentucky,38.2,6.9730860611
31089,Holt County,Nebraska,38.2,8.5327430896
39047,Fayette County,Ohio,38.2,3.8719745508
53015,Cowlitz County,Washington,38.2,8.8716293757
54049,Marion County,West Virginia,38.2,5.1292310283
19127,Marshall County,Iowa,38.3,9.6158558875
20209,Wyandotte County,Kansas,38.3,13.576446272
48061,Cameron County,Texas,38.3,17.927513538
55027,Dodge County,Wisconsin,38.3,2.7176659528
05031,Craighead County,Arkansas,38.4,9.1221758572
48005,Angelina County,Texas,38.5,9.7603023891
51067,Franklin County,Virginia,38.5,7.944708326
19155,Pottawattamie County,Iowa,38.6,9.3213367754
20111,Lyon County,Kansas,38.6,5.7929998428
21133,Letcher County,Kentucky,38.6,No Data
27161,Waseca County,Minnesota,38.6,12.693087524
28049,Hinds County,Mississippi,38.7,14.847583976
39053,Gallia County,Ohio,38.7,6.7033148177
51700,Newport News City,Virginia,38.7,7.1438962094
54081,Raleigh County,West Virginia,38.7,16.998730971
01069,Houston County,Alabama,38.8,4.242109128
31035,Clay County,Nebraska,38.8,8.0555528317
20125,Montgomery County,Kansas,38.9,10.245492145
22017,Caddo Parish,Louisiana,38.9,16.040535097
39011,Auglaize County,Ohio,38.9,2.1704784288
39079,Jackson County,Ohio,38.9,2.5825612285
47071,Hardin County,Tennessee,38.9,7.382664825
54005,Boone County,West Virginia,38.9,3.2884611873
20155,Reno County,Kansas,39.2,9.0126062273
23003,Aroostook County,Maine,39.2,4.856652675
28083,Leflore County,Mississippi,39.2,20.833276497
48245,Jefferson County,Texas,39.2,7.6196180687
01007,Bibb County,Alabama,39.3,0.4458662133
31079,Hall County,Nebraska,39.3,7.0370759303
12051,Hendry County,Florida,39.4,7.2496569902
51117,Mecklenburg County,Virginia,39.4,9.5473040007
20013,Brown County,Kansas,39.5,13.682884983
21195,Pike County,Kentucky,39.5,0.0589639744
31043,Dakota County,Nebraska,39.6,4.9387897588
36075,Oswego County,New York,39.6,2.4695904515
39007,Ashtabula County,Ohio,39.6,9.9565004906
46137,Ziebach County,South Dakota,39.6,25.017785533
10001,Kent County,Delaware,39.7,6.4975288991
48361,Orange County,Texas,39.8,9.8571810629
54077,Preston County,West Virginia,39.8,10.131819524
28027,Coahoma County,Mississippi,39.9,15.949499669
40081,Lincoln County,Oklahoma,39.9,11.098719222
39141,Ross County,Ohio,40,5.6226492849
28075,Lauderdale County,Mississippi,40.2,17.344334209
31131,Otoe County,Nebraska,40.2,19.6085386
40101,Muskogee County,Oklahoma,40.2,5.884281668
54045,Logan County,West Virginia,40.2,3.2591423992
28011,Bolivar County,Mississippi,40.4,27.819669853
47011,Bradley County,Tennessee,40.5,12.368771695
47111,Macon County,Tennessee,40.8,7.1400767912
22109,Terrebonne Parish,Louisiana,40.9,10.580134111
38061,Mountrail County,North Dakota,40.9,2.5040380544
40031,Comanche County,Oklahoma,40.9,11.204475869
45089,Williamsburg County,South Carolina,40.9,4.4326283129
28107,Panola County,Mississippi,41,10.621266086
46041,Dewey County,South Dakota,41,24.255676123
31147,Richardson County,Nebraska,41.1,9.7204617421
21095,Harlan County,Kentucky,41.2,2.896198341
37155,Robeson County,North Carolina,41.2,5.4142185452
24011,Caroline County,Maryland,41.3,4.0201799459
28067,Jones County,Mississippi,41.3,9.0534717064
46102,Oglala Lakota County,South Dakota,41.4,No Data
31173,Thurston County,Nebraska,41.5,1.3222309033
21019,Boyd County,Kentucky,41.6,12.602038066
36033,Franklin County,New York,41.6,7.5808327781
22001,Acadia Parish,Louisiana,41.7,3.1856759817
28035,Forrest County,Mississippi,41.9,9.0223796522
01047,Dallas County,Alabama,42,8.7671298024
19197,Wright County,Iowa,42,3.92117557
12059,Holmes County,Florida,42.6,18.650503501
28151,Washington County,Mississippi,42.6,17.64692664
28113,Pike County,Mississippi,42.8,5.7048140619
24017,Charles County,Maryland,43.1,5.1839235776
54059,Mingo County,West Virginia,43.5,4.6003478788
28133,Sunflower County,Mississippi,43.7,24.941369664
38079,Rolette County,North Dakota,44.3,4.9887463535
48215,Hidalgo County,Texas,45.4,20.28751914
US Diabetes Surveillance System; www.cdc.gov/diabetes/data; Division of Diabetes Translation - Centers for Disease Control and Prevention.
